pair_index,source,quantized_model,base_model,method,task,contains_disclosed_probe_cell,excluded_or_skipped,reason,n,correctness_column,baseline_accuracy,method_accuracy,net_accuracy_delta,harmful_flip_rate,beneficial_flip_rate,accuracy_state_churn,total_answer_churn,mcnemar_p,tost_equivalent,mdd_80_power,required_n_for_observed_delta_80_power,prompt_pass_rate,run_base_timestamp,run_quantized_timestamp,run_fallback_used
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_business_ethics_5,False,False,,100,acc_norm,0.54,0.27,-0.27,0.38,0.11,0.49,0.71,0.00014197068519905542,False,0.18184708131226057,46,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_clinical_knowledge_5,False,False,,265,acc_norm,0.6075471698113207,0.2679245283018868,-0.33962264150943394,0.4490566037735849,0.10943396226415095,0.5584905660377358,0.7018867924528301,3.817657045442608e-14,False,0.11478253026045943,31,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_biology_5,False,False,,144,acc_norm,0.5486111111111112,0.24305555555555555,-0.3055555555555556,0.4166666666666667,0.1111111111111111,0.5277777777777778,0.7083333333333334,3.850977823529725e-07,False,0.15441429936516174,37,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_chemistry_5,False,False,,100,acc_norm,0.34,0.17,-0.17,0.31,0.14,0.45,0.73,0.016094360031274842,False,0.18271695990164954,116,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_computer_science_5,False,False,,100,acc_norm,0.4,0.24,-0.16000000000000003,0.33,0.17,0.5,0.79,0.032839137564268484,False,0.19393606532590318,147,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_mathematics_5,False,False,,100,acc_norm,0.29,0.21,-0.07999999999999999,0.2,0.12,0.32,0.68,0.21532714972272515,False,0.15767914886498663,389,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_medicine_5,False,False,,173,acc_norm,0.45664739884393063,0.2138728323699422,-0.24277456647398843,0.3352601156069364,0.09248554913294797,0.4277456647398844,0.6589595375722543,9.674891137601897e-07,False,0.1297294884496188,50,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_physics_5,False,False,,80,acc_norm,0.2625,0.1875,-0.07500000000000001,0.1625,0.0875,0.25,0.4125,0.26317596435546875,False,0.1558183779268882,346,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_computer_security_5,False,False,,100,acc_norm,0.57,0.25,-0.31999999999999995,0.43,0.11,0.54,0.71,1.401305745618586e-05,False,0.18626227223485853,34,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_conceptual_physics_5,False,False,,235,acc_norm,0.49361702127659574,0.28085106382978725,-0.21276595744680848,0.32340425531914896,0.11063829787234042,0.4340425531914894,0.6468085106382979,7.439048296053685e-07,False,0.1141942058307114,68,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_econometrics_5,False,False,,114,acc_norm,0.32456140350877194,0.2982456140350877,-0.026315789473684237,0.20175438596491227,0.17543859649122806,0.37719298245614036,0.7192982456140351,0.7607916425613439,False,0.16171390786499204,4305,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_electrical_engineering_5,False,False,,145,acc_norm,0.47586206896551725,0.2206896551724138,-0.25517241379310346,0.3448275862068966,0.0896551724137931,0.43448275862068964,0.6620689655172414,3.0159520846423375e-06,False,0.14189048791873365,45,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_elementary_mathematics_5,False,False,,376,acc_norm,0.31382978723404253,0.2579787234042553,-0.05585106382978722,0.18085106382978725,0.125,0.3058510638297872,0.5851063829787234,0.06170860823922407,False,0.07960075178314938,764,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_formal_logic_5,False,False,,126,acc_norm,0.29365079365079366,0.1984126984126984,-0.09523809523809526,0.24603174603174602,0.15079365079365079,0.3968253968253968,0.6507936507936508,0.11892045255943628,False,0.15603699977373636,339,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_global_facts_5,False,False,,100,acc_norm,0.36,0.31,-0.04999999999999999,0.14,0.09,0.23,0.38,0.4048728942871094,False,0.13430028691818663,722,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_biology_5,False,False,,310,acc_norm,0.5548387096774193,0.24838709677419354,-0.30645161290322576,0.3903225806451613,0.08387096774193549,0.47419354838709676,0.7258064516129032,7.513515312204097e-16,False,0.09828265656037141,32,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_chemistry_5,False,False,,203,acc_norm,0.3793103448275862,0.28078817733990147,-0.09852216748768472,0.26108374384236455,0.1625615763546798,0.4236453201970443,0.645320197044335,0.03985362856053515,False,0.12682245902718423,337,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_computer_science_5,False,False,,100,acc_norm,0.46,0.24,-0.22000000000000003,0.32,0.1,0.42,0.66,0.0009406740282429382,False,0.17164220800411092,61,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_european_history_5,False,False,,165,acc_norm,0.7151515151515152,0.2545454545454545,-0.4606060606060607,0.5454545454545454,0.08484848484848485,0.6303030303030303,0.7575757575757576,9.242431266316357e-15,False,0.14146383018767494,16,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_geography_5,False,False,,198,acc_norm,0.696969696969697,0.18686868686868688,-0.5101010101010102,0.5505050505050505,0.04040404040404041,0.5909090909090909,0.7575757575757576,8.845133711853035e-24,False,0.11478675919491556,11,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_government_and_politics_5,False,False,,193,acc_norm,0.772020725388601,0.24352331606217617,-0.5284974093264249,0.5803108808290155,0.05181347150259067,0.6321243523316062,0.7409326424870466,5.681958337942574e-23,False,0.12009547531911303,10,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_macroeconomics_5,False,False,,390,acc_norm,0.5128205128205128,0.23333333333333334,-0.27948717948717944,0.3717948717948718,0.09230769230769231,0.4641025641025641,0.6820512820512821,1.0482051723334998e-16,False,0.08825041800248315,39,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_mathematics_5,False,False,,270,acc_norm,0.2777777777777778,0.27037037037037037,-0.007407407407407418,0.17407407407407408,0.16666666666666666,0.34074074074074073,0.6074074074074074,0.9170405196524722,False,0.09970220396889065,48915,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_microeconomics_5,False,False,,238,acc_norm,0.5210084033613446,0.23109243697478993,-0.28991596638655465,0.37815126050420167,0.08823529411764706,0.46638655462184875,0.7058823529411765,2.3144662509616954e-11,False,0.11252573425872724,36,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_physics_5,False,False,,151,acc_norm,0.33112582781456956,0.23841059602649006,-0.0927152317880795,0.2582781456953642,0.16556291390728478,0.423841059602649,0.7350993377483444,0.10342187831608088,False,0.1474043788747684,382,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_psychology_5,False,False,,523,acc_norm,0.7208413001912046,0.2390057361376673,-0.48183556405353734,0.5353728489483748,0.05353728489483748,0.5889101338432122,0.7112810707456979,1.8829609681155226e-53,False,0.07323982599365948,13,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_statistics_5,False,False,,216,acc_norm,0.4351851851851852,0.14351851851851852,-0.29166666666666663,0.375,0.08333333333333333,0.4583333333333333,0.7361111111111112,1.0114972150081562e-10,False,0.11673271742137366,35,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_us_history_5,False,False,,204,acc_norm,0.7009803921568627,0.29411764705882354,-0.40686274509803916,0.5196078431372549,0.11274509803921569,0.6323529411764706,0.7696078431372549,6.260285489771429e-14,False,0.13434716952790368,23,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_world_history_5,False,False,,237,acc_norm,0.7468354430379747,0.2320675105485232,-0.5147679324894514,0.5654008438818565,0.05063291139240506,0.6160337552742616,0.7552742616033755,3.0263528740666426e-27,False,0.10805153002627209,11,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_human_aging_5,False,False,,223,acc_norm,0.5874439461883408,0.28699551569506726,-0.3004484304932736,0.38565022421524664,0.08520179372197309,0.47085201793721976,0.6233183856502242,2.3037546341100945e-11,False,0.11599837488835918,34,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_human_sexuality_5,False,False,,131,acc_norm,0.5954198473282443,0.20610687022900764,-0.3893129770992366,0.48091603053435117,0.0916030534351145,0.5725190839694656,0.8091603053435115,1.693839376410126e-09,False,0.15942254363127287,22,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_international_law_5,False,False,,121,acc_norm,0.6942148760330579,0.3305785123966942,-0.36363636363636365,0.45454545454545453,0.09090909090909091,0.5454545454545454,0.6694214876033058,3.601449657605633e-08,False,0.1644014074656424,25,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_jurisprudence_5,False,False,,108,acc_norm,0.6388888888888888,0.26851851851851855,-0.3703703703703703,0.46296296296296297,0.09259259259259259,0.5555555555555556,0.6851851851851852,1.6163814566157175e-07,False,0.17518547859855368,25,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_logical_fallacies_5,False,False,,163,acc_norm,0.5950920245398773,0.22699386503067484,-0.36809815950920244,0.4539877300613497,0.08588957055214724,0.5398773006134969,0.7177914110429447,5.0891941127085865e-11,False,0.13997217963447392,24,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_machine_learning_5,False,False,,112,acc_norm,0.42857142857142855,0.2767857142857143,-0.15178571428571425,0.29464285714285715,0.14285714285714285,0.4375,0.7142857142857143,0.021294114141387155,False,0.17119230281906403,143,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_management_5,False,False,,103,acc_norm,0.7281553398058253,0.14563106796116504,-0.5825242718446602,0.6601941747572816,0.07766990291262135,0.7378640776699029,0.8446601941747572,5.632907524806409e-13,False,0.17511930139447235,10,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_marketing_5,False,False,,234,acc_norm,0.782051282051282,0.24358974358974358,-0.5384615384615384,0.594017094017094,0.05555555555555555,0.6495726495726496,0.7649572649572649,8.450343907951604e-28,False,0.1100664433160762,10,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_medical_genetics_5,False,False,,100,acc_norm,0.6,0.27,-0.32999999999999996,0.42,0.09,0.51,0.69,3.3888279489246997e-06,False,0.17832513890681695,30,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_miscellaneous_5,False,False,,783,acc_norm,0.722860791826309,0.24776500638569604,-0.475095785440613,0.5351213282247765,0.06002554278416347,0.5951468710089399,0.7254150702426565,1.0743889255169068e-75,False,0.06089295495059455,13,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_moral_disputes_5,False,False,,346,acc_norm,0.569364161849711,0.22254335260115607,-0.34682080924855485,0.4277456647398844,0.08092485549132948,0.5086705202312138,0.7167630057803468,6.514690447346186e-21,False,0.09399959604798316,26,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_moral_scenarios_5,False,False,,895,acc_norm,0.27262569832402234,0.24134078212290502,-0.03128491620111731,0.1877094972067039,0.1564245810055866,0.34413407821229053,0.6927374301675978,0.12379531610217517,False,0.05488838514885273,2755,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_nutrition_5,False,False,,306,acc_norm,0.5555555555555556,0.21895424836601307,-0.3366013071895425,0.42483660130718953,0.08823529411764706,0.5130718954248366,0.6928104575163399,2.290387879729419e-17,False,0.10142845455257625,28,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_philosophy_5,False,False,,311,acc_norm,0.594855305466238,0.2379421221864952,-0.3569131832797428,0.4694533762057878,0.11254019292604502,0.5819935691318328,0.7877813504823151,2.5564607838908548e-17,False,0.10728545173075638,29,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_prehistory_5,False,False,,324,acc_norm,0.5802469135802469,0.24691358024691357,-0.33333333333333337,0.42901234567901236,0.09567901234567901,0.5246913580246914,0.7283950617283951,1.5706537886231795e-17,False,0.10024955885772001,30,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_accounting_5,False,False,,282,acc_norm,0.39361702127659576,0.24468085106382978,-0.14893617021276598,0.25177304964539005,0.10283687943262411,0.3546099290780142,0.6347517730496454,3.2160015295666335e-05,False,0.09636058782003311,119,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_law_5,False,False,,1534,acc_norm,0.39504563233376794,0.25358539765319427,-0.14146023468057367,0.3116036505867014,0.17014341590612778,0.4817470664928292,0.7913950456323338,1.212743295526955e-15,False,0.04862164636121667,182,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_medicine_5,False,False,,272,acc_norm,0.5257352941176471,0.15808823529411764,-0.36764705882352944,0.4411764705882353,0.07352941176470588,0.5147058823529411,0.7830882352941176,1.4188339369831328e-18,False,0.10484526930338911,23,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_psychology_5,False,False,,610,acc_norm,0.49836065573770494,0.26229508196721313,-0.2360655737704918,0.34918032786885245,0.11311475409836065,0.46229508196721314,0.6983606557377049,2.9138009856750854e-18,False,0.07238721289167202,58,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_public_relations_5,False,False,,106,acc_norm,0.5471698113207547,0.330188679245283,-0.2169811320754717,0.330188679245283,0.11320754716981132,0.44339622641509435,0.6320754716981132,0.0010885382064742541,False,0.17211933919591177,67,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_security_studies_5,False,False,,245,acc_norm,0.6163265306122448,0.17142857142857143,-0.4448979591836734,0.5142857142857142,0.06938775510204082,0.5836734693877551,0.8122448979591836,9.445420531765807e-22,False,0.11139247518255098,16,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_sociology_5,False,False,,201,acc_norm,0.6517412935323383,0.23383084577114427,-0.41791044776119407,0.48258706467661694,0.06467661691542288,0.5472636815920398,0.6766169154228856,4.700941065418037e-17,False,0.12092573559413784,17,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_us_foreign_policy_5,False,False,,98,acc_norm,0.7244897959183674,0.24489795918367346,-0.4795918367346939,0.5510204081632653,0.07142857142857142,0.6224489795918368,0.7244897959183674,4.32210722073334e-10,False,0.1781988771585452,14,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_virology_5,False,False,,166,acc_norm,0.41566265060240964,0.3493975903614458,-0.06626506024096385,0.25903614457831325,0.1927710843373494,0.45180722891566266,0.6686746987951807,0.24804574189252784,False,0.14588737281186945,805,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_world_religions_5,False,False,,171,acc_norm,0.7134502923976608,0.25146198830409355,-0.4619883040935672,0.5146198830409356,0.05263157894736842,0.5672514619883041,0.7017543859649122,2.0037912301249858e-17,False,0.1278113738878921,14,1.0,2023_08_16T13_35_32.670682,2023_08_22T13_46_10.418493,True
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_18T04_27_15.231240'],,,,,,,,,,,,,,,2023_10_18T04_27_15.231240,2023_12_04T11_27_39.056243,False
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_18T04_27_15.231240,2023_12_04T11_27_39.056243,False
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_arc_challenge_25,True,False,,10,acc_norm,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,,1.0,2023_09_15T09_53_02.418861,2023_08_30T09_33_50.119005,True
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_drop_3,True,True,no parquet found for task harness_drop_3 in runs ['2023_12_02T13_00_54.924067'],,,,,,,,,,,,,,,2023_12_02T13_00_54.924067,2023_10_21T20_13_14.412039,False
