pair_index,source,quantized_model,base_model,method,task,contains_disclosed_probe_cell,excluded_or_skipped,reason,n,correctness_column,baseline_accuracy,method_accuracy,net_accuracy_delta,harmful_flip_rate,beneficial_flip_rate,accuracy_state_churn,total_answer_churn,mcnemar_p,tost_equivalent,mdd_80_power,required_n_for_observed_delta_80_power,prompt_pass_rate
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_biology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_chemistry_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_computer_science_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_mathematics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_medicine_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_physics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_computer_security_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_conceptual_physics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_econometrics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_electrical_engineering_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_elementary_mathematics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_formal_logic_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_global_facts_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_biology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_chemistry_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_computer_science_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_european_history_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_geography_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_government_and_politics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_macroeconomics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_mathematics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_microeconomics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_physics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_psychology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_statistics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_us_history_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_world_history_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_human_aging_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_human_sexuality_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_international_law_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_jurisprudence_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_logical_fallacies_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_machine_learning_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_management_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_marketing_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_medical_genetics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_miscellaneous_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_moral_disputes_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_moral_scenarios_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_nutrition_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_philosophy_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_prehistory_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_accounting_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_law_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_medicine_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_psychology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_public_relations_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_security_studies_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_sociology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_us_foreign_policy_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_virology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_world_religions_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_winogrande_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_drop_3,True,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_gsm8k_5,True,True,no joinable items,,,,,,,,,,,,,,0.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_5,True,True,"no parquet found for task harness_hendrycksTest_5 in runs ['2023_08_19T16_35_46.942696', '2023_08_21T17_55_50.567332', '2023_08_21T20_09_03.352670', '2023_08_21T20_15_29.093529', '2023_08_21T20_20_08.261679', '2023_08_24T09_19_51.585793', '2023_08_28T19_52_01.926454', '2023_08_29T17_54_59.197645', '2023_09_08T17_00_44.389859', '2023_09_09T12_32_30.613622', '2023_09_14T20_50_38.766533', '2023_09_15T08_35_01.075146', '2023_09_15T09_53_02.418861', '2023_09_20T14_39_46.791628', '2023_12_02T13_00_06.695936', '2023_12_02T13_00_54.924067']",,,,,,,,,,,,,,
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_truthfulqa_mc_0,True,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
3,S1,TheBloke/Llama-2-13B-GPTQ,meta-llama/Llama-2-13b-hf,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
3,S1,TheBloke/Llama-2-13B-GPTQ,meta-llama/Llama-2-13b-hf,GPTQ,harness_gsm8k_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
3,S1,TheBloke/Llama-2-13B-GPTQ,meta-llama/Llama-2-13b-hf,GPTQ,harness_hendrycksTest_5,False,True,"no parquet found for task harness_hendrycksTest_5 in runs ['2023_08_19T22_35_38.117975', '2023_08_23T17_28_00.015478', '2023_08_28T19_56_56.621542', '2023_08_29T22_26_02.660247', '2023_09_08T14_32_14.957248', '2023_09_15T14_07_08.353318', '2023_10_14T23_00_26.644553', '2023_12_02T13_11_49.394544']",,,,,,,,,,,,,,
3,S1,TheBloke/Llama-2-13B-GPTQ,meta-llama/Llama-2-13b-hf,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
4,S1,TheBloke/WizardLM-13B-V1.1-GPTQ,WizardLM/WizardLM-13B-V1.1,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
4,S1,TheBloke/WizardLM-13B-V1.1-GPTQ,WizardLM/WizardLM-13B-V1.1,GPTQ,harness_gsm8k_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
4,S1,TheBloke/WizardLM-13B-V1.1-GPTQ,WizardLM/WizardLM-13B-V1.1,GPTQ,harness_winogrande_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
5,S1,TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,ehartford/Wizard-Vicuna-30B-Uncensored,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
5,S1,TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,ehartford/Wizard-Vicuna-30B-Uncensored,GPTQ,harness_gsm8k_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
5,S1,TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,ehartford/Wizard-Vicuna-30B-Uncensored,GPTQ,harness_winogrande_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
6,S1,TheBloke/WizardLM-70B-V1.0-GPTQ,WizardLM/WizardLM-70B-V1.0,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
6,S1,TheBloke/WizardLM-70B-V1.0-GPTQ,WizardLM/WizardLM-70B-V1.0,GPTQ,harness_gsm8k_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
6,S1,TheBloke/WizardLM-70B-V1.0-GPTQ,WizardLM/WizardLM-70B-V1.0,GPTQ,harness_winogrande_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
7,S1,TheBloke/Airoboros-L2-13B-2.1-GPTQ,jondurbin/airoboros-l2-13b-2.1,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
7,S1,TheBloke/Airoboros-L2-13B-2.1-GPTQ,jondurbin/airoboros-l2-13b-2.1,GPTQ,harness_hendrycksTest_5,False,True,"no parquet found for task harness_hendrycksTest_5 in runs ['2023_08_30T15_34_36.295006', '2023_08_30T18_13_29.562428', '2023_10_22T07_13_42.257437', '2023_10_22T11_50_58.922768']",,,,,,,,,,,,,,
7,S1,TheBloke/Airoboros-L2-13B-2.1-GPTQ,jondurbin/airoboros-l2-13b-2.1,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
8,S1,TheBloke/OpenOrcaxOpenChat-Preview2-13B-GPTQ,Open-Orca/OpenOrcaxOpenChat-Preview2-13B,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
8,S1,TheBloke/OpenOrcaxOpenChat-Preview2-13B-GPTQ,Open-Orca/OpenOrcaxOpenChat-Preview2-13B,GPTQ,harness_hendrycksTest_5,False,True,"no parquet found for task harness_hendrycksTest_5 in runs ['2023_08_09T10_54_28.159442', '2023_08_09T11_01_47.680717', '2023_08_09T19_53_44.921082', '2023_09_17T22_24_47.406808', '2023_10_13T14_08_03.258972', '2023_10_14T08_18_52.745685', '2023_10_16T12_28_11.016345']",,,,,,,,,,,,,,
8,S1,TheBloke/OpenOrcaxOpenChat-Preview2-13B-GPTQ,Open-Orca/OpenOrcaxOpenChat-Preview2-13B,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_arc_challenge_25,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hellaswag_10,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_5,False,True,"no parquet found for task harness_hendrycksTest_5 in runs ['2023_09_13T09_54_04.852738', '2023_10_23T19_01_32.642131']",,,,,,,,,,,,,,
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_abstract_algebra_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_anatomy_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_astronomy_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_business_ethics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_clinical_knowledge_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_college_biology_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_college_chemistry_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_college_computer_science_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_college_mathematics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_college_medicine_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_college_physics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_computer_security_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_conceptual_physics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_econometrics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_electrical_engineering_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_elementary_mathematics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_formal_logic_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_global_facts_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_biology_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_chemistry_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_computer_science_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_european_history_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_geography_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_government_and_politics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_macroeconomics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_mathematics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_microeconomics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_physics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_psychology_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_statistics_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_us_history_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_high_school_world_history_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_human_aging_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_human_sexuality_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_international_law_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_jurisprudence_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_logical_fallacies_5,False,True,no joinable items,,,,,,,,,,,,,,0.0
