pair_index,source,quantized_model,base_model,method,task,contains_disclosed_probe_cell,excluded_or_skipped,reason,n,correctness_column,baseline_accuracy,method_accuracy,net_accuracy_delta,harmful_flip_rate,beneficial_flip_rate,accuracy_state_churn,total_answer_churn,mcnemar_p,tost_equivalent,mdd_80_power,required_n_for_observed_delta_80_power,prompt_pass_rate
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_biology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_chemistry_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_computer_science_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_mathematics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_medicine_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_college_physics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_computer_security_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_conceptual_physics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_econometrics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_electrical_engineering_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_elementary_mathematics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_formal_logic_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_global_facts_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_biology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_chemistry_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_computer_science_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_european_history_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_geography_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_government_and_politics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_macroeconomics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_mathematics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_microeconomics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_physics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_psychology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_statistics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_us_history_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_high_school_world_history_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_human_aging_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_human_sexuality_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_international_law_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_jurisprudence_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_logical_fallacies_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_machine_learning_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_management_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_marketing_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_medical_genetics_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_miscellaneous_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_moral_disputes_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_moral_scenarios_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_nutrition_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_philosophy_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_prehistory_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_accounting_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_law_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_medicine_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_professional_psychology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_public_relations_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_security_studies_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_sociology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_us_foreign_policy_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_virology_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_hendrycksTest_world_religions_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
1,S1,TheBloke/orca_mini_v3_7B-GPTQ,psmathur/orca_mini_v3_7b,GPTQ,harness_winogrande_5,False,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_arc_challenge_25,True,False,,10,acc_norm,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_drop_3,True,True,no acc_norm or acc column in S1 rows,,,,,,,,,,,,,,
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_gsm8k_5,True,True,no joinable items,,,,,,,,,,,,,,0.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hellaswag_10,True,False,,10,acc_norm,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_5,True,True,"no parquet found for task harness_hendrycksTest_5 in runs ['2023_08_19T16_35_46.942696', '2023_08_21T17_55_50.567332', '2023_08_21T20_09_03.352670', '2023_08_21T20_15_29.093529', '2023_08_21T20_20_08.261679', '2023_08_24T09_19_51.585793', '2023_08_28T19_52_01.926454', '2023_08_29T17_54_59.197645', '2023_09_08T17_00_44.389859', '2023_09_09T12_32_30.613622', '2023_09_14T20_50_38.766533', '2023_09_15T08_35_01.075146', '2023_09_15T09_53_02.418861', '2023_09_20T14_39_46.791628', '2023_12_02T13_00_06.695936', '2023_12_02T13_00_54.924067']",,,,,,,,,,,,,,
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_abstract_algebra_5,True,False,,10,acc_norm,0.1,0.2,0.1,0.0,0.1,0.1,0.1,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_anatomy_5,True,False,,10,acc_norm,0.4,0.4,0.0,0.0,0.0,0.0,0.1,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_astronomy_5,True,False,,10,acc_norm,0.5,0.3,-0.2,0.3,0.1,0.4,0.4,0.625,False,0.5603170436225936,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_business_ethics_5,True,False,,10,acc_norm,0.5,0.6,0.09999999999999998,0.1,0.2,0.3,0.3,1.0,False,0.5028999373590067,253,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_clinical_knowledge_5,True,False,,10,acc_norm,0.5,0.6,0.09999999999999998,0.0,0.1,0.1,0.1,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_college_biology_5,True,False,,10,acc_norm,0.2,0.1,-0.1,0.1,0.0,0.1,0.2,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_college_chemistry_5,True,False,,10,acc_norm,0.1,0.1,0.0,0.0,0.0,0.0,0.1,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_college_computer_science_5,True,False,,10,acc_norm,0.5,0.6,0.09999999999999998,0.1,0.2,0.3,0.3,1.0,False,0.5028999373590065,253,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_college_mathematics_5,True,False,,10,acc_norm,0.3,0.2,-0.09999999999999998,0.1,0.0,0.1,0.3,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_college_medicine_5,True,False,,10,acc_norm,0.5,0.4,-0.09999999999999998,0.1,0.0,0.1,0.2,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_college_physics_5,True,False,,8,acc_norm,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_computer_security_5,True,False,,10,acc_norm,0.7,0.6,-0.09999999999999998,0.1,0.0,0.1,0.1,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_conceptual_physics_5,True,False,,10,acc_norm,0.5,0.4,-0.09999999999999998,0.1,0.0,0.1,0.1,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_econometrics_5,True,False,,10,acc_norm,0.2,0.2,0.0,0.0,0.0,0.0,0.2,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_electrical_engineering_5,True,False,,10,acc_norm,0.5,0.6,0.09999999999999998,0.0,0.1,0.1,0.2,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_elementary_mathematics_5,True,False,,10,acc_norm,0.3,0.2,-0.09999999999999998,0.1,0.0,0.1,0.4,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_formal_logic_5,True,False,,10,acc_norm,0.4,0.3,-0.10000000000000003,0.2,0.1,0.3,0.6,1.0,False,0.5028999373590065,253,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_global_facts_5,True,False,,10,acc_norm,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_biology_5,True,False,,10,acc_norm,0.7,0.8,0.10000000000000009,0.0,0.1,0.1,0.2,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_chemistry_5,True,False,,10,acc_norm,0.3,0.2,-0.09999999999999998,0.2,0.1,0.3,0.4,1.0,False,0.5028999373590067,253,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_computer_science_5,True,False,,10,acc_norm,0.5,0.6,0.09999999999999998,0.1,0.2,0.3,0.3,1.0,False,0.5028999373590065,253,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_european_history_5,True,False,,10,acc_norm,0.5,0.3,-0.2,0.2,0.0,0.2,0.2,0.5,False,0.3735446957483958,35,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_geography_5,True,False,,10,acc_norm,0.5,0.5,0.0,0.1,0.1,0.2,0.2,1.0,False,0.41763566616394476,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_government_and_politics_5,True,False,,10,acc_norm,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_macroeconomics_5,True,False,,10,acc_norm,0.6,0.4,-0.19999999999999996,0.2,0.0,0.2,0.3,0.5,False,0.3735446957483958,35,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_mathematics_5,True,False,,10,acc_norm,0.4,0.3,-0.10000000000000003,0.1,0.0,0.1,0.2,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_microeconomics_5,True,False,,10,acc_norm,0.6,0.3,-0.3,0.3,0.0,0.3,0.3,0.25,False,0.42794921092906807,21,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_physics_5,True,False,,10,acc_norm,0.5,0.4,-0.09999999999999998,0.1,0.0,0.1,0.2,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_psychology_5,True,False,,9,acc_norm,0.8888888888888888,0.6666666666666666,-0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.5,False,0.4117943202156424,31,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_statistics_5,True,False,,10,acc_norm,0.2,0.1,-0.1,0.1,0.0,0.1,0.3,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_us_history_5,True,False,,10,acc_norm,0.8,0.6,-0.20000000000000007,0.2,0.0,0.2,0.3,0.5,False,0.3735446957483958,35,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_high_school_world_history_5,True,False,,10,acc_norm,0.6,0.5,-0.09999999999999998,0.1,0.0,0.1,0.3,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_human_aging_5,True,False,,10,acc_norm,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_human_sexuality_5,True,False,,10,acc_norm,0.5,0.5,0.0,0.0,0.0,0.0,0.1,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_international_law_5,True,False,,10,acc_norm,0.6,0.4,-0.19999999999999996,0.2,0.0,0.2,0.2,0.5,False,0.3735446957483958,35,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_jurisprudence_5,True,False,,10,acc_norm,0.4,0.5,0.09999999999999998,0.0,0.1,0.1,0.1,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_logical_fallacies_5,True,False,,10,acc_norm,0.4,0.3,-0.10000000000000003,0.1,0.0,0.1,0.1,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_machine_learning_5,True,False,,10,acc_norm,0.1,0.1,0.0,0.0,0.0,0.0,0.2,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_management_5,True,False,,10,acc_norm,0.5,0.5,0.0,0.0,0.0,0.0,0.1,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_marketing_5,True,False,,10,acc_norm,0.7,0.5,-0.19999999999999996,0.2,0.0,0.2,0.2,0.5,False,0.3735446957483958,35,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_medical_genetics_5,True,False,,10,acc_norm,0.7,0.8,0.10000000000000009,0.0,0.1,0.1,0.1,1.0,False,0.2801585218112968,79,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_miscellaneous_5,True,False,,10,acc_norm,0.3,0.3,0.0,0.0,0.0,0.0,0.1,1.0,True,0.0,,1.0
2,S1,TheBloke/Llama-2-7B-GPTQ,meta-llama/Llama-2-7b-hf,GPTQ,harness_hendrycksTest_moral_disputes_5,True,False,,10,acc_norm,0.4,0.6,0.19999999999999996,0.1,0.3,0.4,0.4,0.625,False,0.5603170436225936,79,1.0
